original_name,Synonym
Phacelia congdonii,Phacelia congdonii
Phacelia congesta,Phacelia congesta
Phacelia corymbosa,Phacelia corymbosa
Phacelia crenulata,Phacelia crenulata
Phacelia cumingii,NA
Phacelia distans,Phacelia distans
Phacelia divaricata,Phacelia divaricata
Phacelia douglasii,Phacelia douglasii
Phacelia eisenii,Phacelia eisenii
Phacelia floribunda,Phacelia floribunda
Phacelia franklinii,NA
Phacelia fremontii,Phacelia fremontii
Phacelia glandulosa,Phacelia glandulosa
Phacelia grandiflora,Phacelia grandiflora
Phacelia grisea,Phacelia grisea
Phacelia hastata,Phacelia hastata
Phacelia heterophylla,Phacelia heterophylla
Phacelia humilis,Phacelia humilis
Phacelia hydrophylloides,Phacelia hydrophylloides
Phacelia imbricata,Phacelia imbricata
Phacelia integrifolia,Phacelia integrifolia
Phacelia inundata,Phacelia inundata
Phacelia linearis,Phacelia linearis
Phacelia lyallii,Phacelia lyallii
Phacelia malvifolia,Phacelia malvifolia
Phacelia minor,Phacelia minor
Phacelia mutabilis,Phacelia mutabilis
Phacelia nemoralis,Phacelia nemoralis
Phacelia parryi,Phacelia parryi
Phacelia patuliflora,Phacelia patuliflora
Phacelia pinnatifida,Phacelia pinnatifida
Phacelia procera,Phacelia procera
Phacelia ramosissima,Phacelia ramosissima
Phacelia robusta,Phacelia robusta
Phacelia secunda,Phacelia secunda
Phacelia sericea,Phacelia sericea
Phacelia tanacetifolia,Phacelia tanacetifolia
Phacelia viscida,Phacelia viscida
Phacelurus digitatus,Phacelurus digitatus
Phacelurus franksae,Phacelurus franksae
Phacelurus gabonensis,Phacelurus gabonensis
Phacelurus huillensis,Phacelurus huillensis
Phacelurus schliebenii,Phacelurus schliebenii
Phaeanthus ophthalmicus,Phaeanthus ophthalmicus
Phaenocoma prolifera,Phaenocoma prolifera
Phaeoptilum spinosum,Phaeoptilum spinosum
Phagnalon barbeyanum,Phagnalon barbeyanum
Phagnalon purpurascens,Phagnalon purpurascens
Phagnalon rupestre,Phagnalon rupestre
Phagnalon rupestre subsp. graecum,Phagnalon rupestre var. graecum
Phagnalon saxatile,Phagnalon saxatile
Phagnalon sordidum,Phagnalon sordidum
Phaius occidentalis,Phaius occidentalis
Phaius tankervilleae,Phaius tankervilleae
Phalacrocarpum oppositifolium,Phalacrocarpum oppositifolium
Phalaenopsis sp,Phalaenopsis
Phalaris angusta,Phalaris angusta
Phalaris aquatica,Phalaris aquatica
Phalaris arundinacea,Phalaris arundinacea
Phalaris brachystachys,Phalaris brachystachys
Phalaris canariensis,Phalaris canariensis
Phalaris coerulescens,Phalaris caerulescens
Phalaris lemmonii,Phalaris lemmonii
Phalaris minor,Phalaris minor
Phalaris paradoxa,Phalaris paradoxa
Phaleria clerodendron,Phaleria clerodendron
Phaleria octandra,Phaleria octandra
Phalocallis coelestis,Phalocallis coelestis
Phanera sp,NA
Phanerandra esquamata,Phanerandra esquamata
Pharnaceum aurantium,Pharnaceum aurantium
Pharnaceum croceum,Pharnaceum croceum
Pharnaceum exiguum,Pharnaceum exiguum
Pharnaceum incanum,Pharnaceum incanum
Pharnaceum lanatum,Pharnaceum lanatum
Pharnaceum microphyllum,Pharnaceum microphyllum
Pharus latifolius,Pharus latifolius
Phaseolus acutifolius,Phaseolus acutifolius
Phaseolus angustissimus,Phaseolus angustissimus
Phaseolus anisotrichos,Phaseolus anisotrichos
Phaseolus coccineus,Phaseolus coccineus
Phaseolus filiformis,Phaseolus filiformis
Phaseolus lunatus,Phaseolus lunatus
Phaseolus maculatus,Phaseolus maculatus
Phaseolus microcarpus,Phaseolus microcarpus
Phaseolus polystachios,Phaseolus polystachios
Phaseolus vulgaris,Phaseolus vulgaris
Phaulopsis ciliata,Phaulopsis ciliata
Phaulopsis imbricata,Phaulopsis imbricata
Phaulothamnus spinescens,Phaulothamnus spinescens
Phebalium bilobum,Phebalium bilobum
Phebalium bullatum,Phebalium bullatum
Phebalium glandulosum,Phebalium glandulosum
Phebalium lowanense,Phebalium lowanense
Phebalium nottii,Phebalium nottii
Phebalium obcordatum,Phebalium obcordatum
Phebalium squamulosum,Phebalium squamulosum
Phebalium stenophyllum,Phebalium stenophyllum
Phebalium woombye,Phebalium woombye
Phegopteris connectilis,Phegopteris connectilis
Phegopteris hexagonoptera,Phegopteris hexagonoptera
Phegopteris polypodioides,Phegopteris polypodioides
Phellodendron amurense,Phellodendron amurense
Phellodendron chinense,Phellodendron chinense
Phellodendron sachalinense,Phellodendron sachalinense
Phemeranthus parviflorus,Phemeranthus parviflorus
Phemeranthus spinescens,Phemeranthus spinescens
Phenakospermum guyannense,Phenakospermum guyanense
Philadelphus coronarius,Philadelphus coronarius
Philadelphus delavayi,Philadelphus delavayi
Philadelphus grandiflorus,Philadelphus grandiflorus
Philadelphus henryi,Philadelphus henryi
Philadelphus incanus,Philadelphus incanus
Philadelphus kansuensis,Philadelphus kansuensis
Philadelphus laxiflorus,Philadelphus laxiflorus
Philadelphus lewisii,Philadelphus lewisii
Philadelphus microphyllus,Philadelphus microphyllus
Philadelphus pekinensis,Philadelphus pekinensis
Philadelphus pubescens,Philadelphus pubescens
Philadelphus purpurascens,Philadelphus purpurascens
Philadelphus schrenkii,Philadelphus schrenkii
Philadelphus sericanthus,Philadelphus sericanthus
Philadelphus subcanus,Philadelphus subcanus
Philadelphus tenuifolius,Philadelphus tenuifolius
Philenoptera bussei,Philenoptera bussei
Philenoptera cyanescens,Philenoptera cyanescens
Philenoptera eriocalyx,Philenoptera eriocalyx
Philenoptera madagascariensis,Philenoptera madagascariensis
Philenoptera nelsii,Philenoptera nelsii
Philenoptera violacea,Philenoptera violacea
Philippia evansii,Philippia evansii
Philippia simii,Philippia simii
Phillyrea angustifolia,Phillyrea angustifolia
Phillyrea latifolia,Phillyrea latifolia
Philodendron callosum subsp. ptarianum,Philodendron callosum subsp. ptarianum
Philodendron consanguineum,Philodendron consanguineum
Philodendron corcovadense,Philodendron corcovadense
Philodendron fragrantissimum,Philodendron fragrantissimum
Philodendron hederaceum,Philodendron hederaceum
Philodendron hederaceum var. oxycardium,Philodendron hederaceum var. oxycardium
Philodendron linnaei,Philodendron linnaei
Philodendron pterotum,Philodendron pterotum
Philodendron radiatum,Philodendron radiatum
Philodendron sagittifolium,Philodendron sagittifolium
Philotheca ciliata,Philotheca ciliata
Philotheca salsolifolia,Philotheca salsolifolia
Philydrum lanuginosum,Philydrum lanuginosum
Phlebodium pseudoaureum,Phlebodium pseudoaureum
Phlegmariurus varius,Phlegmariurus varius
Phlegmatospermum cochlearinum,Phlegmatospermum cochlearinum
Phleum alpinum,Phleum alpinum
Phleum arenarium,Phleum arenarium
Phleum bertolonii,Phleum bertolonii
Phleum crypsoides,Phleum crypsoides
Phleum graecum,Phleum graecum
Phleum hirsutum,Phleum hirsutum
Phleum paniculatum,Phleum paniculatum
Phleum phleoides,Phleum phleoides
Phleum pratense,Phleum pratense
Phlogacanthus thyrsiflorus,Phlogacanthus thyrsiflorus
Phlomis armeniaca,Phlomis armeniaca
Phlomis austra-anatolica,Phlomis
Phlomis brachyodon,Phlomis brachyodon
Phlomis brevibracteata,Phlomis brevibracteata
Phlomis chrysophylla,Phlomis chrysophylla
Phlomis cretica,Phlomis cretica
Phlomis crinita,Phlomis crinita
Phlomis floccosa,Phlomis floccosa
Phlomis fruticosa,Phlomis fruticosa
Phlomis herba-venti,Phlomis herba-venti
Phlomis italica,Phlomis italica
Phlomis lanata,Phlomis lanata
Phlomis lunariifolia,Phlomis lunarifolia
Phlomis lychnitis,Phlomis lychnitis
Phlomis lycia,Phlomis lycia
Phlomis olivieri,Phlomis olivieri
Phlomis platystegia,Phlomis platystegia
Phlomis purpurea,Phlomis purpurea
Phlomis rigida,Phlomis rigida
Phlomis viscosa,Phlomis viscosa
Phlomoides maximowiczii,Phlomoides maximowiczii
Phlomoides mongolica,Phlomoides mongolica
Phlomoides pratensis,Phlomoides pratensis
Phlomoides rotata,Phlomoides rotata
Phlomoides speciosa,Phlomoides speciosa
Phlomoides tuberosa,Phlomoides tuberosa
Phlomoides vicaryi,Phlomoides vicaryi
Phlox austromontana,Phlox austromontana
Phlox bifida,Phlox bifida
Phlox condensata,Phlox condensata
Phlox decussata,Phlox decussata
Phlox diffusa,Phlox diffusa
Phlox divaricata,Phlox divaricata
Phlox drummondii,Phlox drummondii
Phlox glaberrima,Phlox glaberrima
Phlox hoodii,Phlox hoodii
Phlox longifolia,Phlox longifolia
Phlox maculata,Phlox maculata
Phlox paniculata,Phlox paniculata
Phlox pilosa,Phlox pilosa
Phlox sibirica,Phlox sibirica
Phlox speciosa,Phlox speciosa
Phlox subulata,Phlox subulata
Phlyctidocarpa flava,Phlyctidocarpa flava
Phoebe angustifolia,Phoebe angustifolia
Phoebe attenuata,Phoebe attenuata
Phoebe bournei,Phoebe bournei
Phoebe chekiangensis,Phoebe chekiangensis
Phoebe chinensis,Phoebe chinensis
Phoebe elliptica,Phoebe elliptica
Phoebe elongata,Phoebe elongata
Phoebe faberi,Phoebe faberi
Phoebe glaucophylla,Phoebe glaucophylla
Phoebe goalparensis,Phoebe goalparensis
Phoebe grandis,Phoebe grandis
Phoebe hainesiana,Phoebe hainesiana
Phoebe hui,Phoebe hui
Phoebe hunanensis,Phoebe hunanensis
Phoebe hungmoensis,Phoebe hungmoensis
Phoebe lichuanensis,Phoebe lichuanensis
Phoebe macrocarpa,Phoebe macrocarpa
Phoebe macrophylla,Phoebe macrophylla
Phoebe megacalyx,Phoebe megacalyx
Phoebe motuonan,Phoebe motuonan
Phoebe neurantha,Phoebe neurantha
Phoebe neuranthoides,Phoebe neuranthoides
Phoebe nigrifolia,Phoebe nigrifolia
Phoebe paniculata,Phoebe paniculata
Phoebe puwenensis,Phoebe puwenensis
Phoebe rufescens,Phoebe rufescens
Phoebe sheareri,Phoebe sheareri
Phoebe sterculioides,Phoebe sterculioides
Phoebe tavoyana,Phoebe tavoyana
Phoebe yaiensis,Phoebe yaiensis
Phoebe yunnanensis,Phoebe yunnanensis
Phoebe zhennan,Phoebe zhennan
Phoenicaulis cheiranthoides,Phoenicaulis cheiranthoides
Phoenix acaulis,Phoenix acaulis
Phoenix canariensis,Phoenix canariensis
Phoenix dactylifera,Phoenix dactylifera
Phoenix loureiroi,Phoenix loureiroi
Phoenix pusilla,Phoenix pusilla
Phoenix reclinata,Phoenix reclinata
Phoenix roebelenii,Phoenix roebelenii
Phoenix rupicola,Phoenix rupicola
Phoenix sylvestris,Phoenix sylvestris
Phoenix theophrasti,Phoenix theophrasti
Pholistoma auritum,Pholistoma auritum
Pholistoma membranaceum,Pholistoma membranaceum
Pholistoma racemosum,Pholistoma racemosum
Phoradendron bolleanum,Phoradendron bolleanum
Phoradendron californicum,Phoradendron californicum
Phoradendron carneum,Phoradendron carneum
Phoradendron juniperinum,Phoradendron juniperinum
Phoradendron leucarpum subsp. tomentosum,Phoradendron leucarpum subsp. tomentosum
Phoradendron villosum,Phoradendron villosum
Phormium colensoi,Phormium colensoi
Phormium tenax,Phormium tenax
Photinia beauverdiana,Photinia beauverdiana
Photinia benthamiana,Photinia benthamiana
Photinia bodinieri,Photinia bodinieri
Photinia davidiana,Photinia davidiana
Photinia fraseri,Photinia
Photinia glabra,Photinia glabra
Photinia impressivena,Photinia impressivena
Photinia integrifolia,Photinia integrifolia
Photinia loriformis,Photinia loriformis
Photinia parvifolia,Photinia parvifolia
Photinia prunifolia,Photinia prunifolia
Photinia schneideriana,Photinia schneideriana
Photinia serratifolia,Photinia serratifolia
Photinia villosa,Photinia villosa
Phragmites australis,Phragmites australis
Phragmites mauritianus,Phragmites mauritianus
Phragmotheca ecuadorensis,Phragmotheca ecuadorensis
Phragmotheca mammosa,Phragmotheca mammosa
Phryma leptostachya,Phryma leptostachya
Phrynium pubinerve,Phrynium pubinerve
Phtheirospermum japonicum,Phtheirospermum japonicum
Phtheirospermum tenuisectum,Phtheirospermum tenuisectum
Phthirusa stelis,Phthirusa stelis
Phycella scarlatina,Phycella scarlatina
Phygelius aequalis,Phygelius aequalis
Phyla lanceolata,Phyla lanceolata
Phyla nodiflora,Phyla nodiflora
Phylica axillaris,Phylica axillaris
Phylica cylindrica,Phylica cylindrica
Phylica emirnensis,Phylica emirnensis
Phylica ericoides,Phylica ericoides
Phylica excelsa,Phylica excelsa
Phylica ledifolia,Phylica ledifolia
Phylica obtusifolia,Phylica obtusifolia
Phylica oleaefolia,Phylica oleaefolia
Phylica pinea,Phylica pinea
Phylica plumigera,Phylica plumigera
Phylica plumosa,Phylica plumosa
Phylica polifolia,Phylica polifolia
Phylica pubescens,Phylica pubescens
Phylica pulchella,Phylica pulchella
Phylica rigidifolia,Phylica rigidifolia
Phylica spicata,Phylica spicata
Phylica stipularis,Phylica stipularis
Phyllachne colensoi,Phyllachne colensoi
Phyllagathis cavaleriei,Phyllagathis cavaleriei
Phyllagathis rotundifolia,Phyllagathis rotundifolia
Phyllanthus abnormis,Phyllanthus abnormis
Phyllanthus acidus,Phyllanthus acidus
Phyllanthus amarus,Phyllanthus amarus
Phyllanthus angolensis,Phyllanthus angolensis
Phyllanthus anthopotamicus,Phyllanthus anthopotamicus
Phyllanthus arvensis,Phyllanthus arvensis
Phyllanthus attenuatus,Phyllanthus attenuatus
Phyllanthus borneensis,Phyllanthus borneensis
Phyllanthus brasiliensis,Phyllanthus brasiliensis
Phyllanthus calycinus,Phyllanthus calycinus
Phyllanthus casticum,Phyllanthus casticum
Phyllanthus ceratostemon,Phyllanthus ceratostemon
Phyllanthus chacoensis,Phyllanthus chacoensis
Phyllanthus confusus,Phyllanthus confusus
Phyllanthus crassinervius,Phyllanthus crassinervius
Phyllanthus delagoensis,Phyllanthus delagoensis
Phyllanthus dinteri,Phyllanthus dinteri
Phyllanthus emblica,Phyllanthus emblica
Phyllanthus engleri,Phyllanthus engleri
Phyllanthus flagellaris,Phyllanthus flagellaris
Phyllanthus flexuosus,Phyllanthus flexuosus
Phyllanthus fraternus,Phyllanthus fraternus
Phyllanthus friesii,Phyllanthus friesii
Phyllanthus fuernrohrii,Phyllanthus fuernrohrii
Phyllanthus fuscoluridus,Phyllanthus fuscoluridus
Phyllanthus glaucophyllus,Phyllanthus glaucophyllus
Phyllanthus gossweileri,Phyllanthus gossweileri
Phyllanthus graminicola,Phyllanthus graminicola
Phyllanthus gunnii,Phyllanthus gunnii
Phyllanthus hirtellus,Phyllanthus hirtellus
Phyllanthus holostylus,Phyllanthus holostylus
Phyllanthus hutchinsonianus,Phyllanthus hutchinsonianus
Phyllanthus inflatus,Phyllanthus inflatus
Phyllanthus kaessneri,Phyllanthus kaessneri
Phyllanthus lacunellus,Phyllanthus lacunellus
Phyllanthus leptoclados,Phyllanthus leptoclados
Phyllanthus leucanthus,Phyllanthus leucanthus
Phyllanthus loandensis,Phyllanthus loandensis
Phyllanthus macranthus,Phyllanthus macranthus
Phyllanthus maderaspatensis,Phyllanthus maderaspatensis
Phyllanthus martini,Phyllanthus martii
Phyllanthus mendesii,Phyllanthus mendesii
Phyllanthus microdendron,Phyllanthus microdendron
Phyllanthus micromeris,Phyllanthus micromeris
Phyllanthus muellerianus,Phyllanthus muellerianus
Phyllanthus niruri,Phyllanthus niruri
Phyllanthus nummulariifolius,Phyllanthus nummulariifolius
Phyllanthus omahakensis,Phyllanthus omahakensis
Phyllanthus ovalifolius,Phyllanthus ovalifolius
Phyllanthus parvulus,Phyllanthus parvulus
Phyllanthus parvus,Phyllanthus parvus
Phyllanthus paxii,Phyllanthus paxii
Phyllanthus pentandrus,Phyllanthus pentandrus
Phyllanthus pinnatus,Phyllanthus pinnatus
Phyllanthus pseudocarunculatus,Phyllanthus pseudocarunculatus
Phyllanthus reticulatus,Phyllanthus reticulatus
Phyllanthus salviifolius,Phyllanthus salviifolius
Phyllanthus saxosus,Phyllanthus saxosus
Phyllanthus taylorianus,Phyllanthus taylorianus
Phyllanthus urinaria,Phyllanthus urinaria
Phyllanthus virgatus,Phyllanthus virgatus
Phyllanthus warnockii,Phyllanthus warnockii
Phyllanthus welwitschianus,Phyllanthus welwitschianus
Phyllanthus zornioides,Phyllanthus zornioides
Phyllarthron articulatum,Phyllarthron articulatum
Phyllarthron bojeranum,Phyllarthron bojeranum
Phyllarthron madagascariense,Phyllarthron madagascariense
Phyllis nobla,Phyllis nobla
Phyllitis sagittata,Phyllitis sagittata
Phyllobolus melanospermus,Phyllobolus melanospermus
Phyllobolus nitidus,Phyllobolus nitidus
Phyllobolus oculatus,Phyllobolus oculatus
Phyllobolus quartziticus,Phyllobolus quartziticus
Phyllobolus spinuliferus,Phyllobolus spinuliferus
Phyllocarpus riedelii,Phyllocarpus riedelii
Phyllocladus aspleniifolius,Phyllocladus aspleniifolius
Phyllocladus hypophyllus,Phyllocladus hypophyllus
Phyllocladus trichomanoides,Phyllocladus trichomanoides
Phyllocladus trichomanoides var. alpinus,Phyllocladus trichomanoides var. alpinus
Phyllocosmus africanus,Phyllocosmus africanus
Phyllocosmus lemaireanus,Phyllocosmus lemaireanus
Phyllodium elegans,Phyllodium elegans
Phyllodium kurzianum,Phyllodium kurzianum
Phyllodium pulchellum,Phyllodium pulchellum
Phyllodoce breweri,Phyllodoce breweri
Phyllodoce caerulea,Phyllodoce caerulea
Phyllodoce empetriformis,Phyllodoce empetriformis
Phyllodoce glanduliflora,Phyllodoce glanduliflora
Phyllonoma laticuspis,Phyllonoma laticuspis
Phyllopentas schumanniana,Phyllopentas schumanniana
Phyllopodium phyllopodioides,Phyllopodium phyllopodioides
Phyllorachis sagittata,Phyllorhachis sagittata
Phyllospadix iwatensis,Phyllospadix iwatensis
Phyllostachys acuta,Phyllostachys acuta
Phyllostachys angusta,Phyllostachys angusta
Phyllostachys arcana,Phyllostachys arcana
Phyllostachys atrovaginata,Phyllostachys atrovaginata
Phyllostachys aurea,Phyllostachys aurea
Phyllostachys aureosulcata,Phyllostachys aureosulcata
Phyllostachys bambusoides,Phyllostachys bambusoides
Phyllostachys bissetii,Phyllostachys bissetii
Phyllostachys circumpilis,Phyllostachys circumpilis
Phyllostachys dulcis,Phyllostachys dulcis
Phyllostachys edulis,Phyllostachys edulis
Phyllostachys fimbriligula,Phyllostachys fimbriligula
Phyllostachys flexuosa,Phyllostachys flexuosa
Phyllostachys glabrata,Phyllostachys glabrata
Phyllostachys glauca,Phyllostachys glauca
Phyllostachys guizhouensis,Phyllostachys guizhouensis
Phyllostachys heteroclada,Phyllostachys heteroclada
Phyllostachys incarnata,Phyllostachys incarnata
Phyllostachys iridescens,Phyllostachys iridescens
Phyllostachys kwangsiensis,Phyllostachys kwangsiensis
Phyllostachys makinoi,Phyllostachys makinoi
Phyllostachys mannii,Phyllostachys mannii
Phyllostachys meyeri,Phyllostachys meyeri
Phyllostachys nidularia,Phyllostachys nidularia
Phyllostachys nigra,Phyllostachys nigra
Phyllostachys nuda,Phyllostachys nuda
Phyllostachys parvifolia,Phyllostachys parvifolia
